================================================================================
TCP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
100.10.30.1:42300          <-> 100.30.0.1:8080                  4 494 bytes       5 663 bytes       9 1,157 bytes    19.660639862         0.0508
100.10.30.1:44726          <-> 100.30.0.1:8080                  4 689 bytes       5 664 bytes       9 1,353 bytes    19.711558487         0.0505
100.10.30.1:38455          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    19.753069514         0.0468
100.10.30.1:46853          <-> 100.30.0.1:8080                  4 805 bytes       5 663 bytes       9 1,468 bytes    19.762159738         0.0477
100.10.30.1:39089          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    19.810093919         0.0442
100.10.30.1:36037          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    19.842638863         0.0483
100.10.30.1:46598          <-> 100.30.0.1:8080                  4 823 bytes       5 664 bytes       9 1,487 bytes    19.897076862         0.0484
100.10.30.1:43440          <-> 100.30.0.1:8080                  4 674 bytes       5 660 bytes       9 1,334 bytes    19.945617814         0.0472
100.10.30.1:39453          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    19.992938872         0.0439
100.10.30.1:43220          <-> 100.30.0.1:8080                  4 735 bytes       5 663 bytes       9 1,398 bytes    20.036978545         0.0471
100.10.30.1:38177          <-> 100.30.0.1:8080                  4 694 bytes       5 663 bytes       9 1,357 bytes    20.084147123         0.0476
100.10.30.1:37146          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    20.131905313         0.0421
100.10.30.1:33049          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    20.273937152         0.0453
100.10.30.1:45782          <-> 100.30.0.1:8080                  4 885 bytes       5 663 bytes       9 1,548 bytes    20.433221897         0.0432
100.10.30.1:43315          <-> 100.30.0.1:8080                  4 621 bytes       5 664 bytes       9 1,285 bytes    20.842803120         0.0455
100.10.30.1:45162          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    20.938029591         0.0510
100.10.30.1:41155          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    20.476533692         0.0496
100.10.30.1:41016          <-> 100.30.0.1:8080                  4 895 bytes       5 660 bytes       9 1,555 bytes    20.526215047         0.0453
100.10.30.1:42080          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    20.697757191         0.0505
100.10.30.1:33983          <-> 100.30.0.1:8080                  4 850 bytes       5 662 bytes       9 1,512 bytes    20.748330642         0.0504
100.10.30.1:45301          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes    20.798870463         0.0438
100.10.30.1:39096          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes    20.888419625         0.0496
100.10.30.1:33283          <-> 100.30.0.1:8080                  4 782 bytes       5 663 bytes       9 1,445 bytes    21.036914564         0.0495
100.10.30.1:39441          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    21.086531512         0.0483
100.10.30.1:45072          <-> 100.30.0.1:8080                  4 802 bytes       5 660 bytes       9 1,462 bytes    21.351080352         0.0496
100.10.30.1:42091          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    21.498316188         0.0499
100.10.30.1:35114          <-> 100.30.0.1:8080                  4 837 bytes       5 662 bytes       9 1,499 bytes    21.526908308         0.0469
100.10.30.1:37082          <-> 100.30.0.1:8080                  4 449 bytes       5 663 bytes       9 1,112 bytes    21.548356291         0.0440
100.10.30.1:40424          <-> 100.30.0.1:8080                  4 876 bytes       5 663 bytes       9 1,539 bytes    21.574016070         0.0442
100.10.30.1:38751          <-> 100.30.0.1:8080                  4 825 bytes       5 663 bytes       9 1,488 bytes    21.592448510         0.0503
100.10.30.1:42106          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    21.618392411         0.0440
100.10.30.1:46585          <-> 100.30.0.1:8080                  4 864 bytes       5 663 bytes       9 1,527 bytes    21.706785140         0.0427
100.10.30.1:45839          <-> 100.30.0.1:8080                  4 573 bytes       5 660 bytes       9 1,233 bytes    20.989114319         0.0477
100.10.30.1:46049          <-> 100.30.0.1:8080                  4 644 bytes       5 664 bytes       9 1,308 bytes    21.304186480         0.0467
100.10.30.1:34144          <-> 100.30.0.1:8080                  4 467 bytes       5 662 bytes       9 1,129 bytes    21.400745854         0.0496
100.10.30.1:46310          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    21.450470857         0.0477
100.10.30.1:43619          <-> 100.30.0.1:8080                  4 476 bytes       5 663 bytes       9 1,139 bytes    21.642843284         0.0427
100.10.30.1:34888          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes    21.662561039         0.0441
100.10.30.1:44885          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    21.749636826         0.0482
100.10.30.1:35004          <-> 100.30.0.1:8080                  4 696 bytes       5 662 bytes       9 1,358 bytes    21.798026251         0.0479
100.10.30.1:44744          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes    21.941305918         0.0437
100.10.30.1:38320          <-> 100.30.0.1:8080                  4 863 bytes       5 660 bytes       9 1,523 bytes    21.985163895         0.0498
100.10.30.1:46592          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    22.035159990         0.0513
100.10.30.1:35515          <-> 100.30.0.1:8080                  4 556 bytes       5 664 bytes       9 1,220 bytes    22.086517717         0.0499
100.10.30.1:45966          <-> 100.30.0.1:8080                  4 585 bytes       5 662 bytes       9 1,247 bytes    22.136507997         0.0457
100.10.30.1:33112          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    22.229537774         0.0489
100.10.30.1:36178          <-> 100.30.0.1:8080                  4 823 bytes       5 663 bytes       9 1,486 bytes    22.603634221         0.0511
100.10.30.1:39602          <-> 100.30.0.1:8080                  4 467 bytes       5 662 bytes       9 1,129 bytes    22.654832627         0.0485
100.10.30.1:44947          <-> 100.30.0.1:8080                  4 649 bytes       5 662 bytes       9 1,311 bytes    22.679246112         0.0490
100.10.30.1:36469          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    22.728408964         0.0501
100.10.30.1:37812          <-> 100.30.0.1:8080                  4 845 bytes       5 664 bytes       9 1,509 bytes    22.753221715         0.0420
100.10.30.1:32842          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    22.868485500         0.0416
100.10.30.1:46224          <-> 100.30.0.1:8080                  4 648 bytes       5 662 bytes       9 1,310 bytes    22.182405088         0.0470
100.10.30.1:35675          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    22.554771113         0.0488
100.10.30.1:46311          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    22.630077806         0.0491
100.10.30.1:38237          <-> 100.30.0.1:8080                  4 686 bytes       5 662 bytes       9 1,348 bytes    22.703388253         0.0497
100.10.30.1:34315          <-> 100.30.0.1:8080                  4 448 bytes       5 660 bytes       9 1,108 bytes    22.778696930         0.0451
100.10.30.1:43249          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    22.823937692         0.0444
100.10.30.1:35163          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    22.910235829         0.0508
100.10.30.1:39311          <-> 100.30.0.1:8080                  4 838 bytes       5 664 bytes       9 1,502 bytes    23.009088841         0.0463
100.10.30.1:34505          <-> 100.30.0.1:8080                  4 555 bytes       5 664 bytes       9 1,219 bytes    23.055552054         0.0474
100.10.30.1:35518          <-> 100.30.0.1:8080                  4 580 bytes       5 663 bytes       9 1,243 bytes    23.103096396         0.0459
100.10.30.1:37452          <-> 100.30.0.1:8080                  4 710 bytes       5 662 bytes       9 1,372 bytes    23.240871247         0.0497
100.10.30.1:43135          <-> 100.30.0.1:8080                  4 621 bytes       5 663 bytes       9 1,284 bytes    23.290646862         0.0494
100.10.30.1:44796          <-> 100.30.0.1:8080                  4 718 bytes       5 660 bytes       9 1,378 bytes    23.439538177         0.0438
100.10.30.1:33390          <-> 100.30.0.1:8080                  4 424 bytes       5 663 bytes       9 1,087 bytes    23.483474384         0.0505
100.10.30.1:41103          <-> 100.30.0.1:8080                  4 720 bytes       5 663 bytes       9 1,383 bytes    23.534045610         0.0485
100.10.30.1:36536          <-> 100.30.0.1:8080                  4 739 bytes       5 662 bytes       9 1,401 bytes    22.961250419         0.0477
100.10.30.1:34122          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    23.149113097         0.0470
100.10.30.1:38620          <-> 100.30.0.1:8080                  4 793 bytes       5 660 bytes       9 1,453 bytes    23.196254930         0.0445
100.10.30.1:34278          <-> 100.30.0.1:8080                  4 810 bytes       5 664 bytes       9 1,474 bytes    23.340165965         0.0458
100.10.30.1:34362          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    23.582658862         0.0479
100.10.30.1:36677          <-> 100.30.0.1:8080                  4 859 bytes       5 663 bytes       9 1,522 bytes    24.844235047         0.0426
100.10.30.1:39342          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    24.797133537         0.0470
100.10.30.1:37275          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    24.801832306         0.0467
100.10.30.1:33407          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes    24.848605362         0.0495
100.10.30.1:38690          <-> 100.30.0.1:8080                  4 868 bytes       5 662 bytes       9 1,530 bytes    24.886946675         0.0437
100.10.30.1:35721          <-> 100.30.0.1:8080                  4 830 bytes       5 660 bytes       9 1,490 bytes    24.898248588         0.0444
100.10.30.1:43594          <-> 100.30.0.1:8080                  4 911 bytes       5 662 bytes       9 1,573 bytes    24.930787519         0.0504
100.10.30.1:38816          <-> 100.30.0.1:8080                  4 536 bytes       5 663 bytes       9 1,199 bytes    24.981253006         0.0432
100.10.30.1:34945          <-> 100.30.0.1:8080                  4 501 bytes       5 660 bytes       9 1,161 bytes    24.984723607         0.0446
100.10.30.1:33645          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    25.024529077         0.0452
100.10.30.1:36370          <-> 100.30.0.1:8080                  4 452 bytes       5 660 bytes       9 1,112 bytes    25.117274180         0.0450
100.10.30.1:44760          <-> 100.30.0.1:8080                  4 612 bytes       5 660 bytes       9 1,272 bytes    25.120832900         0.0481
100.10.30.1:46684          <-> 100.30.0.1:8080                  4 645 bytes       5 662 bytes       9 1,307 bytes    25.162425815         0.0504
100.10.30.1:43891          <-> 100.30.0.1:8080                  4 761 bytes       5 662 bytes       9 1,423 bytes    25.258615159         0.0425
100.10.30.1:42090          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    25.388837303         0.0470
100.10.30.1:34789          <-> 100.30.0.1:8080                  4 541 bytes       5 660 bytes       9 1,201 bytes    25.581113436         0.0495
100.10.30.1:45325          <-> 100.30.0.1:8080                  4 1,572 bytes       5 1,690 bytes       9 3,262 bytes    25.630788282         0.0455
100.10.30.1:34459          <-> 100.30.0.1:8080                  4 482 bytes       5 664 bytes       9 1,146 bytes    25.775109600         0.0418
100.10.30.1:46265          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    25.863181969         0.0490
100.10.30.1:45423          <-> 100.30.0.1:8080                  4 750 bytes       5 663 bytes       9 1,413 bytes    25.912318778         0.0449
100.10.30.1:45348          <-> 100.30.0.1:8080                  4 593 bytes       5 662 bytes       9 1,255 bytes    24.942696513         0.0419
100.10.30.1:46053          <-> 100.30.0.1:8080                  4 617 bytes       5 660 bytes       9 1,277 bytes    25.029569112         0.0467
100.10.30.1:33858          <-> 100.30.0.1:8080                  4 824 bytes       5 660 bytes       9 1,484 bytes    25.069819414         0.0510
100.10.30.1:35210          <-> 100.30.0.1:8080                  4 695 bytes       5 663 bytes       9 1,358 bytes    25.076406862         0.0462
100.10.30.1:37096          <-> 100.30.0.1:8080                  4 756 bytes       5 660 bytes       9 1,416 bytes    25.169023818         0.0461
100.10.30.1:39814          <-> 100.30.0.1:8080                  4 440 bytes       5 662 bytes       9 1,102 bytes    25.212983524         0.0455
100.10.30.1:40533          <-> 100.30.0.1:8080                  4 731 bytes       5 660 bytes       9 1,391 bytes    25.215180855         0.0416
100.10.30.1:33716          <-> 100.30.0.1:8080                  4 443 bytes       5 660 bytes       9 1,103 bytes    25.534363620         0.0466
100.10.30.1:39073          <-> 100.30.0.1:8080                  4 590 bytes       5 663 bytes       9 1,253 bytes    25.676442343         0.0500
100.10.30.1:40411          <-> 100.30.0.1:8080                  4 499 bytes       5 663 bytes       9 1,162 bytes    25.726599015         0.0484
100.10.30.1:38148          <-> 100.30.0.1:8080                  4 761 bytes       5 663 bytes       9 1,424 bytes    25.816997324         0.0460
100.10.30.1:45328          <-> 100.30.0.1:8080                  4 798 bytes       5 662 bytes       9 1,460 bytes    25.951124311         0.0447
100.10.30.1:43187          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    25.957284068         0.0473
100.10.30.1:36927          <-> 100.30.0.1:8080                  4 639 bytes       5 662 bytes       9 1,301 bytes    26.004668862         0.0414
100.10.30.1:42551          <-> 100.30.0.1:8080                  4 628 bytes       5 663 bytes       9 1,291 bytes    26.046145199         0.0466
100.10.30.1:37713          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    26.832468533         0.0446
100.10.30.1:46071          <-> 100.30.0.1:8080                  4 559 bytes       5 663 bytes       9 1,222 bytes    26.932645862         0.0421
100.10.30.1:46090          <-> 100.30.0.1:8080                  4 624 bytes       5 660 bytes       9 1,284 bytes    27.020337941         0.0419
100.10.30.1:42629          <-> 100.30.0.1:8080                  4 588 bytes       5 663 bytes       9 1,251 bytes    27.062317504         0.0470
100.10.30.1:42049          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    27.123720123         0.0496
100.10.30.1:44688          <-> 100.30.0.1:8080                  4 626 bytes       5 663 bytes       9 1,289 bytes    27.141155845         0.0438
100.10.30.1:34421          <-> 100.30.0.1:8080                  4 748 bytes       5 660 bytes       9 1,408 bytes    27.347474315         0.0468
100.10.30.1:45456          <-> 100.30.0.1:8080                  4 562 bytes       5 660 bytes       9 1,222 bytes    27.442677862         0.0455
100.10.30.1:35670          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes    27.488309221         0.0507
100.10.30.1:40624          <-> 100.30.0.1:8080                  4 460 bytes       5 660 bytes       9 1,120 bytes    26.974879317         0.0453
100.10.30.1:34879          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    27.173455054         0.0507
100.10.30.1:42740          <-> 100.30.0.1:8080                  4 527 bytes       5 663 bytes       9 1,190 bytes    27.224235151         0.0443
100.10.30.1:36813          <-> 100.30.0.1:8080                  4 667 bytes       5 663 bytes       9 1,330 bytes    27.258018159         0.0506
100.10.30.1:41443          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    27.303277539         0.0441
100.10.30.1:40097          <-> 100.30.0.1:8080                  4 445 bytes       5 660 bytes       9 1,105 bytes    27.394378425         0.0482
100.10.30.1:33961          <-> 100.30.0.1:8080                  4 909 bytes       5 660 bytes       9 1,569 bytes    27.539107082         0.0484
100.10.30.1:35253          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    27.635745879         0.0507
100.10.30.1:41313          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    27.686590027         0.0428
100.10.30.1:37571          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    27.729548537         0.0467
100.10.30.1:38542          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    27.776387124         0.0423
100.10.30.1:34275          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    27.818777309         0.0507
100.10.30.1:35738          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    28.378703776         0.0432
100.10.30.1:38749          <-> 100.30.0.1:8080                  4 870 bytes       5 660 bytes       9 1,530 bytes    28.422051168         0.0507
100.10.30.1:39519          <-> 100.30.0.1:8080                  4 686 bytes       5 660 bytes       9 1,346 bytes    28.472857984         0.0469
100.10.30.1:40280          <-> 100.30.0.1:8080                  4 811 bytes       5 660 bytes       9 1,471 bytes    28.624228189         0.0424
100.10.30.1:44987          <-> 100.30.0.1:8080                  4 615 bytes       5 660 bytes       9 1,275 bytes    28.666786581         0.0465
100.10.30.1:42399          <-> 100.30.0.1:8080                  4 906 bytes       5 664 bytes       9 1,570 bytes    28.759067393         0.0423
100.10.30.1:42025          <-> 100.30.0.1:8080                  4 858 bytes       5 662 bytes       9 1,520 bytes    28.328308020         0.0502
100.10.30.1:42612          <-> 100.30.0.1:8080                  4 782 bytes       5 660 bytes       9 1,442 bytes    28.519834490         0.0480
100.10.30.1:41086          <-> 100.30.0.1:8080                  4 734 bytes       5 660 bytes       9 1,394 bytes    28.567900593         0.0496
100.10.30.1:44578          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    28.581459205         0.0427
100.10.30.1:36774          <-> 100.30.0.1:8080                  4 705 bytes       5 664 bytes       9 1,369 bytes    28.713391241         0.0455
100.10.30.1:40383          <-> 100.30.0.1:8080                  4 611 bytes       5 663 bytes       9 1,274 bytes    28.801511563         0.0439
100.10.30.1:42486          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    29.872155137         0.0436
100.10.30.1:32775          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes    30.286233610         0.0450
100.10.30.1:39609          <-> 100.30.0.1:8080                  4 918 bytes       5 660 bytes       9 1,578 bytes    30.331241962         0.0489
100.10.30.1:43871          <-> 100.30.0.1:8080                  4 778 bytes       5 663 bytes       9 1,441 bytes    30.185397390         0.0460
100.10.30.1:33073          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    31.189722237         0.0509
100.10.30.1:32879          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    31.697009900         0.0434
100.10.30.1:37671          <-> 100.30.0.1:8080                  4 897 bytes       5 664 bytes       9 1,561 bytes    31.740559545         0.0470
100.10.30.1:40885          <-> 100.30.0.1:8080                  4 695 bytes       5 660 bytes       9 1,355 bytes    31.838508096         0.0467
100.10.30.1:43972          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    31.930270216         0.0456
100.10.30.1:39853          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    31.787631670         0.0508
100.10.30.1:42793          <-> 100.30.0.1:8080                  4 597 bytes       5 662 bytes       9 1,259 bytes    31.885233045         0.0449
100.10.30.1:34087          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes    31.918173354         0.0475
100.10.30.1:34142          <-> 100.30.0.1:8080                  4 616 bytes       5 664 bytes       9 1,280 bytes    31.965776192         0.0426
100.10.30.1:44362          <-> 100.30.0.1:8080                  4 537 bytes       5 663 bytes       9 1,200 bytes    32.019796345         0.0576
100.10.30.1:44022          <-> 100.30.0.1:8080                  4 658 bytes       5 662 bytes       9 1,320 bytes    32.153360504         0.0451
100.10.30.1:38636          <-> 100.30.0.1:8080                  4 734 bytes       5 662 bytes       9 1,396 bytes    32.285417992         0.0446
100.10.30.1:37193          <-> 100.30.0.1:8080                  4 662 bytes       5 663 bytes       9 1,325 bytes    32.330163027         0.0495
100.10.30.1:42643          <-> 100.30.0.1:8080                  4 741 bytes       5 664 bytes       9 1,405 bytes    32.427722921         0.0451
100.10.30.1:40714          <-> 100.30.0.1:8080                  4 588 bytes       5 663 bytes       9 1,251 bytes    32.472902164         0.0463
100.10.30.1:39422          <-> 100.30.0.1:8080                  4 678 bytes       5 663 bytes       9 1,341 bytes    32.474141222         0.0460
100.10.30.1:33261          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    32.619507455         0.0489
100.10.30.1:35057          <-> 100.30.0.1:8080                  4 631 bytes       5 660 bytes       9 1,291 bytes    32.668495446         0.0453
100.10.30.1:39448          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    32.713931181         0.0488
100.10.30.1:33938          <-> 100.30.0.1:8080                  4 666 bytes       5 663 bytes       9 1,329 bytes    32.895118467         0.0509
100.10.30.1:34009          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    31.975989831         0.0437
100.10.30.1:38077          <-> 100.30.0.1:8080                  4 516 bytes       5 660 bytes       9 1,176 bytes    32.008515559         0.0507
100.10.30.1:44128          <-> 100.30.0.1:8080                  4 660 bytes       5 662 bytes       9 1,322 bytes    32.059362831         0.0506
100.10.30.1:39349          <-> 100.30.0.1:8080                  4 692 bytes       5 662 bytes       9 1,354 bytes    32.110055691         0.0432
100.10.30.1:39511          <-> 100.30.0.1:8080                  4 442 bytes       5 663 bytes       9 1,105 bytes    32.198584575         0.0430
100.10.30.1:44116          <-> 100.30.0.1:8080                  4 762 bytes       5 660 bytes       9 1,422 bytes    32.241659862         0.0436
100.10.30.1:42117          <-> 100.30.0.1:8080                  4 860 bytes       5 664 bytes       9 1,524 bytes    32.379762038         0.0478
100.10.30.1:37231          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    32.381827056         0.0452
100.10.30.1:43048          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    32.427160957         0.0469
100.10.30.1:43968          <-> 100.30.0.1:8080                  4 503 bytes       5 663 bytes       9 1,166 bytes    32.519339847         0.0510
100.10.30.1:45337          <-> 100.30.0.1:8080                  4 495 bytes       5 663 bytes       9 1,158 bytes    32.570382364         0.0488
100.10.30.1:37981          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    32.849325674         0.0456
100.10.30.1:42886          <-> 100.30.0.1:8080                  4 789 bytes       5 663 bytes       9 1,452 bytes    32.946101160         0.0422
100.10.30.1:33816          <-> 100.30.0.1:8080                  4 503 bytes       5 664 bytes       9 1,167 bytes    33.038345161         0.0483
100.10.30.1:40391          <-> 100.30.0.1:8080                  4 525 bytes       5 664 bytes       9 1,189 bytes    33.315172005         0.0486
100.10.30.1:42132          <-> 100.30.0.1:8080                  4 568 bytes       5 660 bytes       9 1,228 bytes    33.442599608         0.0484
100.10.30.1:37791          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    33.593225910         0.0510
100.10.30.1:44353          <-> 100.30.0.1:8080                  4 459 bytes       5 660 bytes       9 1,119 bytes    32.988352837         0.0499
100.10.30.1:35663          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    33.086770661         0.0465
100.10.30.1:41332          <-> 100.30.0.1:8080                  4 659 bytes       5 664 bytes       9 1,323 bytes    33.272721167         0.0423
100.10.30.1:33674          <-> 100.30.0.1:8080                  4 715 bytes       5 663 bytes       9 1,378 bytes    33.644316360         0.0459
100.10.30.1:38919          <-> 100.30.0.1:8080                  4 723 bytes       5 662 bytes       9 1,385 bytes    33.690303272         0.0488
100.10.30.1:34467          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    34.068583141         0.0417
100.10.30.1:41462          <-> 100.30.0.1:8080                  4 504 bytes       5 662 bytes       9 1,166 bytes    34.100902399         0.0423
100.10.30.1:39407          <-> 100.30.0.1:8080                  4 499 bytes       5 662 bytes       9 1,161 bytes    34.110243489         0.0474
100.10.30.1:38087          <-> 100.30.0.1:8080                  4 502 bytes       5 662 bytes       9 1,164 bytes    34.157800993         0.0454
100.10.30.1:44478          <-> 100.30.0.1:8080                  4 801 bytes       5 662 bytes       9 1,463 bytes    34.185995237         0.0436
100.10.30.1:39431          <-> 100.30.0.1:8080                  4 594 bytes       5 663 bytes       9 1,257 bytes    34.203306903         0.0495
100.10.30.1:42758          <-> 100.30.0.1:8080                  4 770 bytes       5 660 bytes       9 1,430 bytes    34.252938412         0.0501
100.10.30.1:40427          <-> 100.30.0.1:8080                  4 636 bytes       5 660 bytes       9 1,296 bytes    34.273658862         0.0475
100.10.30.1:43375          <-> 100.30.0.1:8080                  4 604 bytes       5 664 bytes       9 1,268 bytes    34.325697103         0.0426
100.10.30.1:35431          <-> 100.30.0.1:8080                  4 861 bytes       5 664 bytes       9 1,525 bytes    34.368453793         0.0450
100.10.30.1:45980          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    34.522698183         0.0467
100.10.30.1:39008          <-> 100.30.0.1:8080                  4 642 bytes       5 660 bytes       9 1,302 bytes    34.601427152         0.0464
100.10.30.1:46832          <-> 100.30.0.1:8080                  4 837 bytes       5 660 bytes       9 1,497 bytes    34.143350826         0.0425
100.10.30.1:40551          <-> 100.30.0.1:8080                  4 804 bytes       5 663 bytes       9 1,467 bytes    34.229679862         0.0439
100.10.30.1:46320          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    34.234674863         0.0422
100.10.30.1:43793          <-> 100.30.0.1:8080                  4 636 bytes       5 660 bytes       9 1,296 bytes    34.277041141         0.0485
100.10.30.1:34646          <-> 100.30.0.1:8080                  4 716 bytes       5 660 bytes       9 1,376 bytes    34.303107542         0.0492
100.10.30.1:40453          <-> 100.30.0.1:8080                  4 673 bytes       5 663 bytes       9 1,336 bytes    34.352430187         0.0449
100.10.30.1:43278          <-> 100.30.0.1:8080                  4 533 bytes       5 660 bytes       9 1,193 bytes    34.413637518         0.0482
100.10.30.1:39043          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    34.462044637         0.0440
100.10.30.1:38128          <-> 100.30.0.1:8080                  4 525 bytes       5 663 bytes       9 1,188 bytes    34.506117112         0.0455
100.10.30.1:34757          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    34.551767078         0.0496
100.10.30.1:45672          <-> 100.30.0.1:8080                  4 509 bytes       5 660 bytes       9 1,169 bytes    34.888324420         0.0440
100.10.30.1:37673          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    34.932453223         0.0447
100.10.30.1:43072          <-> 100.30.0.1:8080                  4 830 bytes       5 664 bytes       9 1,494 bytes    34.977352651         0.0495
100.10.30.1:35161          <-> 100.30.0.1:8080                  4 606 bytes       5 664 bytes       9 1,270 bytes    35.026983533         0.0436
